@relation hw3_train

@attribute STATE {AL,CA,FL,MO,MN,TX,OR,MI,IL,AR,OK,GA,IN,CO,MS,LA,TN,WA,WI,MA,AZ,UT,KY,PA,KS,IA,NC,NM,SC,NV,ID,WY,NY,AK,ND,HI,MT,NE,SD,OH,CT,AP,VA,AE,AA,WV,MD,VI,ME,NH,NJ,GU,VT,RI}
@attribute DOMAIN {T2,' ',S1,U2,R2,U1,C1,T3,S2,C2,U4,R3,C3,S3,T1,U3,R1}
@attribute AGE numeric
@attribute HOMEOWNR {H,' ',U}
@attribute NUMCHLD numeric
@attribute INCOME {1,2,3,4,5,6,7}
@attribute GENDER {F,M,' ',J,U,C,A}
@attribute WEALTH1 {0,1,2,3,4,5,6,7,8,9}
@attribute HIT numeric
@attribute MBCRAFT numeric
@attribute MBGARDEN numeric
@attribute MBBOOKS numeric
@attribute MBCOLECT numeric
@attribute MAGFAML numeric
@attribute MAGFEM numeric
@attribute MAGMALE numeric
@attribute PUBGARDN numeric
@attribute PUBCULIN numeric
@attribute PUBHLTH numeric
@attribute PUBDOITY numeric
@attribute PUBNEWFN numeric
@attribute PUBPHOTO numeric
@attribute PUBOPP numeric
@attribute MAJOR {' ',X}
@attribute PEPSTRFL {X,' '}
@attribute NUMPRM12 numeric
@attribute NGIFTALL numeric
@attribute TARGET_B {0,1}

@data
AL,R2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',16,9,0
AL,S3,57,H,?,3,M,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',X,7,16,1
HI,T2,80,H,?,4,M,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,6,1
CA,C2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,21,11,0
GA,T2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,1
CA,T2,55,H,?,4,F,2,10,0,0,3,0,1,0,0,0,0,2,0,0,0,0,' ',' ',10,3,1
AR,T2,54,H,?,5,M,8,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,' ',' ',11,4,0
CA,S2,32,H,?,4,F,2,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,2,0
CA,S1,75,U,?,5,M,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,10,1,1
AZ,C2,78,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,12,0
ID,C3,74,H,?,1,F,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',' ',10,54,0
WA,' ',81,U,?,1,F,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,15,36,0
CA,U3,58,H,?,4,F,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,10,0
CO,S1,66,H,?,4,F,7,28,0,0,6,0,2,1,0,2,0,2,2,2,0,0,' ',' ',5,6,0
NC,T1,48,U,?,4,M,8,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,' ',' ',10,1,1
TX,' ',40,H,1,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,19,0
WI,' ',75,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,30,26,1
ID,R2,61,H,?,5,M,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',' ',9,3,0
FL,' ',50,H,?,5,F,1,6,0,0,2,0,0,0,0,0,1,2,0,0,0,0,' ',X,12,14,0
OK,R2,73,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,8,0
FL,R2,?,H,?,4,U,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
WI,R2,37,H,2,5,F,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,' ',' ',13,6,0
SC,T2,48,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,24,0
SC,T2,54,H,?,4,F,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,3,1
NC,T2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',6,2,1
AZ,C1,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',25,14,0
OR,R2,75,H,?,1,M,1,4,0,0,2,0,0,0,0,0,1,1,0,0,0,0,' ',X,12,15,0
CA,T2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,18,35,1
MO,S1,66,H,1,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',27,16,1
MO,R3,?,U,?,1,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,8,0
SC,T2,67,H,?,5,M,8,18,2,0,0,0,1,0,1,0,0,2,0,1,0,0,' ',' ',12,4,0
MT,R3,48,U,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
GA,R2,48,U,?,1,M,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,14,17,0
AL,R2,96,U,?,2,F,6,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,' ',X,14,15,1
MO,S1,87,H,?,7,F,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,16,15,0
ID,S1,69,H,?,5,F,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',13,11,0
IN,S2,57,H,?,5,M,8,44,0,0,9,0,2,2,2,3,4,9,6,4,0,0,' ',' ',10,12,1
GA,R2,33,H,1,3,F,5,11,0,1,4,0,1,0,0,0,1,1,0,0,0,0,' ',' ',10,2,0
TX,S1,45,H,1,7,F,9,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,' ',X,8,7,1
MI,C1,78,U,?,5,F,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,' ',' ',13,2,0
TX,C1,80,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,6,0
CA,S1,38,H,1,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,1,1
TN,C3,77,H,?,5,M,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,11,0
TX,C2,72,H,1,6,F,8,55,1,0,9,1,0,1,0,2,2,2,4,2,0,1,' ',' ',8,1,0
AZ,T3,82,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,20,0
NV,S2,76,H,?,5,M,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',X,10,5,0
FL,C2,38,H,?,5,F,7,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,' ',X,12,10,0
OK,T2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',5,2,0
WI,S1,73,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,8,1
WI,S1,46,H,3,7,M,9,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,' ',' ',14,3,0
CA,U1,?,U,1,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,4,0
ND,' ',83,U,?,2,M,9,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',' ',9,4,0
WI,R2,71,U,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,10,0
FL,T1,33,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,25,1
CA,U1,84,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,5,1
IL,C2,52,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,1,0
CA,T2,72,H,?,5,F,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,2,0
AZ,C2,76,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',17,7,0
TX,U4,?,H,?,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,21,0
OK,R3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,24,0
KS,C3,88,H,?,2,M,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,4,0
IN,C3,?,U,?,1,F,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,7,0
FL,C1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
CA,S1,50,H,?,7,M,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,19,0
IA,T2,34,H,2,5,M,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,4,0
IN,S3,81,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,6,0
MO,C2,75,H,?,5,F,4,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,' ',X,12,30,0
TN,T2,34,H,1,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
NC,T2,48,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,6,0
IL,S2,79,H,?,5,M,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,12,0
CA,R1,90,U,?,1,M,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,' ',X,12,19,0
CA,U1,?,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
SC,R2,66,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
IL,C2,40,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,6,0
OR,S3,92,U,?,2,F,4,16,0,0,2,0,0,1,0,0,1,3,0,0,0,0,' ',' ',10,4,0
IL,C1,50,H,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,8,0
FL,C1,80,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,30,9,1
WI,S2,80,H,?,5,F,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,15,0
NC,R2,59,U,?,2,M,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,7,11,0
TN,S1,70,H,1,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
CA,C2,33,H,?,5,M,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',13,4,0
CA,S1,52,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,7,1
WI,R2,38,H,2,3,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,6,0
TN,T2,55,H,?,5,F,7,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,' ',X,27,9,1
IL,C3,40,U,?,4,F,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,10,3,1
NC,T2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,7,0
SC,S2,45,H,?,5,M,7,21,0,0,4,0,0,0,0,0,1,0,0,1,0,9,' ',X,13,9,0
GA,S1,51,U,?,7,M,9,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,' ',' ',8,1,0
KY,C3,82,U,?,1,F,5,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,' ',' ',7,14,0
AL,T2,?,U,?,2,M,8,11,0,0,4,0,0,0,0,0,1,1,3,0,0,1,' ',X,11,14,0
CA,R2,80,H,1,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,3,0
TX,C1,69,H,?,4,M,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',9,9,0
LA,S2,66,H,3,2,M,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,1,0
MI,R2,52,H,?,5,M,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,7,0
CA,S1,?,H,?,3,M,5,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,' ',X,12,14,0
CA,U1,24,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,6,0
WI,U2,52,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
UT,R2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,2,0
FL,U4,42,H,1,5,M,1,8,0,0,2,0,2,0,0,0,0,1,0,0,0,0,' ',X,12,7,0
KY,S2,75,H,?,2,F,7,19,2,0,2,0,2,2,0,0,0,3,1,0,0,0,' ',' ',13,12,0
MI,T2,40,H,1,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,2,1
FL,S2,41,H,2,5,F,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,9,8,0
FL,S1,44,H,?,5,F,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,13,0
CA,S1,70,H,?,7,M,8,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,4,1
FL,C2,25,H,?,3,M,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,13,0
FL,R2,66,H,?,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,29,34,0
FL,S2,?,H,?,6,M,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,9,0
CA,C1,52,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,6,0
MI,R2,?,H,?,5,F,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,20,8,0
AZ,C3,?,H,?,1,F,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,14,18,0
CA,S2,70,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,18,24,0
TX,S1,40,H,2,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,16,13,1
IL,C3,91,U,?,2,F,2,21,0,0,4,1,0,0,0,0,1,2,0,0,0,0,X,X,34,237,0
AZ,S2,80,H,?,1,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,22,11,0
SC,R2,59,U,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,9,0
GA,T3,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,18,1
MN,T3,?,U,?,1,F,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,16,0
CO,C2,52,H,?,6,F,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',8,1,0
CA,T2,48,U,?,3,M,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,' ',' ',12,1,0
AR,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,6,0
MI,T2,35,U,?,6,M,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,' ',X,15,8,0
WA,S1,62,H,?,6,M,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,9,0
CA,U4,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,12,0
CA,U3,87,' ',?,1,M,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,29,26,0
MI,S1,34,U,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,4,0
FL,S2,54,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,4,0
CA,U2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,2,1
CA,U1,57,H,?,5,M,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',21,8,0
CA,U1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,7,0
CA,U3,48,H,4,7,M,7,12,1,1,2,1,3,1,0,0,0,1,0,0,0,0,' ',X,15,21,0
CA,U1,60,H,?,7,M,7,27,1,0,0,1,2,1,0,0,0,0,1,0,0,0,' ',X,13,17,0
TX,S2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,6,0
NV,R1,77,' ',?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,16,0
CO,T2,40,H,?,5,F,2,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,' ',X,12,10,1
IL,S1,68,H,?,7,M,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',22,10,0
WI,' ',?,U,?,1,F,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,' ',X,11,8,0
CA,S1,53,H,?,7,M,9,13,0,0,0,0,3,1,2,0,0,1,0,1,1,4,' ',' ',10,6,1
TX,S2,46,H,?,2,M,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,14,18,1
WI,T2,71,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',28,7,0
LA,C2,45,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,5,0
FL,C1,79,' ',?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',23,7,0
HI,S1,37,H,2,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
CA,R2,50,H,?,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,1
AZ,C1,88,H,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
AZ,S2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,30,13,0
FL,S1,21,H,1,6,F,9,14,0,0,1,0,2,0,0,0,0,0,0,1,0,7,' ',X,12,3,0
CA,R1,90,U,?,1,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,26,32,0
IN,C3,38,H,1,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
ND,R2,?,U,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,1,0
CA,U1,77,U,?,4,M,9,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,' ',X,13,8,1
NC,T2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,2,0
NJ,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,2,0
CA,' ',51,H,1,4,M,5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,4,0
FL,C1,79,H,?,3,M,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,16,16,0
IN,C2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,10,10,0
AR,T2,36,H,1,7,F,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',14,2,1
FL,T2,38,H,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
CA,U1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,2,0
CA,T2,83,H,?,6,M,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,10,1
TX,R3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
IL,S2,80,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',15,9,0
WA,T2,76,H,?,2,M,3,10,0,0,0,0,3,0,1,1,1,0,0,0,0,0,' ',X,12,10,1
CA,C2,90,H,?,2,F,3,8,0,0,0,0,2,1,0,0,0,0,0,0,0,0,' ',X,13,12,0
TX,' ',66,H,?,2,M,5,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,' ',' ',13,3,0
NC,C2,70,H,?,7,F,7,11,0,0,2,0,1,0,0,0,0,3,0,0,0,1,' ',' ',13,7,1
WA,R2,63,U,?,1,M,6,25,0,0,4,0,1,0,1,1,0,3,1,5,0,1,' ',' ',9,2,0
TX,S2,40,H,?,6,F,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,6,0
NV,R2,57,U,?,1,F,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',15,4,1
TN,C3,73,U,?,1,F,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,9,0
MI,R2,60,H,?,2,F,2,10,0,0,1,0,0,0,0,0,0,0,0,2,0,0,' ',' ',9,6,0
MN,T3,44,H,?,2,M,0,19,0,0,3,0,1,0,0,0,0,3,0,2,0,0,' ',X,10,13,0
CA,C1,44,H,1,6,U,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',22,3,0
FL,U1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,1,0
NC,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
CA,S2,62,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,11,0
GA,R2,40,H,2,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
TX,T2,25,U,?,3,F,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,24,16,0
GA,T1,74,U,?,5,F,6,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,' ',X,12,7,0
CA,S1,87,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,22,8,0
MI,T3,84,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,16,0
CA,U3,51,H,?,2,F,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',13,2,0
WY,T2,56,H,?,4,M,1,15,2,0,2,0,2,0,1,0,0,1,1,0,0,0,' ',' ',13,12,0
TX,R2,62,U,?,1,U,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,11,1
WI,T2,75,H,?,3,M,3,11,0,0,1,0,3,0,0,0,0,2,0,0,0,0,' ',X,13,9,1
CA,C2,88,H,?,1,F,2,9,0,0,2,0,1,0,0,0,0,1,0,0,0,1,' ',X,12,30,0
WA,C2,?,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,13,0
CA,U1,84,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,3,0
TX,T3,76,U,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,21,0
CA,U1,78,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,7,8,0
NC,C3,70,H,1,3,M,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',X,8,14,0
CA,S2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
FL,C1,64,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,18,0
CA,C1,57,H,?,6,M,5,10,1,0,2,0,1,0,0,0,0,0,0,0,0,0,' ',' ',12,4,0
SC,T2,54,H,?,3,M,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',' ',13,9,1
AZ,S1,60,U,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,8,0
FL,C2,68,H,?,2,F,3,12,1,0,1,0,1,0,0,0,0,0,0,2,0,0,' ',X,12,13,0
IL,S1,83,H,?,2,M,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,13,1
FL,S1,78,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,26,13,0
FL,T2,46,H,?,2,M,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,' ',X,15,13,1
AL,T2,55,H,?,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,1
CA,C1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
WA,C2,51,H,?,5,M,2,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,' ',X,13,6,0
TN,R3,?,U,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,1
MO,T2,30,U,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,5,1
AK,T2,40,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,8,0
TX,C1,73,H,?,6,M,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,1,0
IL,S1,61,H,1,2,F,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,35,56,1
IA,C3,77,H,?,2,F,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,5,0
MI,' ',?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',26,5,1
TX,R2,50,U,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
WI,T2,80,H,?,2,M,6,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,20,0
MO,S1,64,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,10,1
TX,T2,62,H,1,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,7,0
IL,R2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',5,3,0
OK,C1,92,U,?,2,M,9,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,' ',X,14,15,0
ND,C1,53,U,?,5,F,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,8,1
MO,T3,36,U,1,7,M,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,10,0
TX,R2,66,H,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
NE,T2,72,H,1,3,M,6,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,' ',' ',10,5,0
TX,T2,63,U,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,8,0
CA,C1,83,H,?,6,F,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,5,0
CA,S2,32,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,3,1
