@relation churn2_train

@attribute COLLEGE {zero,one}
@attribute INCOME numeric
@attribute OVERAGE numeric
@attribute LEFTOVER numeric
@attribute HOUSE numeric
@attribute HANDSET_PRICE numeric
@attribute OVER_15MINS_CALLS_PER_MONTH numeric
@attribute AVERAGE_CALL_DURATION numeric
@attribute REPORTED_SATISFACTION {very_unsat,unsat,very_sat,sat,avg}
@attribute REPORTED_USAGE_LEVEL {very_little,high,little,avg,very_high}
@attribute CONSIDERING_CHANGE_OF_PLAN {actively_looking_into_it,considering,no,perhaps,never_thought}
@attribute PROFITABILITY numeric
@attribute LEAVE {LEAVE,STAY}

@data
zero,75919,172,18,330957,359,27,4,very_sat,avg,considering,1.45,LEAVE
one,101764,0,7,707806,449,1,15,very_unsat,high,considering,4.84,STAY
zero,158101,74,16,204736,561,3,6,very_sat,avg,considering,4.16,STAY
one,76466,69,86,248728,304,5,14,very_unsat,very_little,considering,5.82,LEAVE
one,158174,0,17,578179,571,1,4,very_sat,little,never_thought,3.78,LEAVE
zero,89504,202,86,462092,340,12,11,very_unsat,very_high,perhaps,5.92,LEAVE
one,89652,201,32,171808,382,26,10,very_unsat,high,no,3.14,LEAVE
zero,118258,49,19,530011,668,3,6,very_unsat,very_high,actively_looking_into_it,3.79,LEAVE
zero,129832,51,89,616510,159,4,1,very_unsat,little,no,3.4,LEAVE
one,111158,202,20,291396,805,17,6,very_unsat,very_little,actively_looking_into_it,3.97,LEAVE
zero,73891,194,13,177792,226,20,5,very_sat,very_little,actively_looking_into_it,2.68,LEAVE
one,29462,0,71,227316,248,0,6,very_sat,very_high,actively_looking_into_it,6.35,STAY
zero,39868,55,7,363884,187,3,1,very_sat,avg,actively_looking_into_it,3.01,STAY
one,55239,0,43,527261,274,1,2,very_sat,very_high,considering,5.17,LEAVE
one,128951,44,0,755105,545,5,13,very_sat,avg,actively_looking_into_it,3.81,LEAVE
zero,57829,58,21,293118,301,5,5,avg,very_high,actively_looking_into_it,4,STAY
zero,112849,202,84,241820,732,24,2,very_sat,avg,no,2.38,LEAVE
one,34617,0,0,177523,206,0,10,very_unsat,very_high,no,3.05,STAY
one,69996,33,7,228654,362,3,5,very_sat,high,perhaps,2.94,LEAVE
zero,43097,76,0,162128,728,3,10,very_unsat,little,no,5.16,STAY
zero,109699,0,19,223613,547,1,6,very_unsat,very_little,actively_looking_into_it,4.21,LEAVE
zero,47716,92,12,645449,198,4,5,very_sat,very_little,considering,6.5,STAY
zero,38660,198,0,153618,248,24,11,very_sat,high,considering,2.11,STAY
one,147972,206,54,649202,409,13,2,very_sat,high,no,4.03,LEAVE
one,68532,0,88,469487,341,0,1,very_sat,very_little,no,6.05,STAY
one,124407,0,65,922174,653,0,2,very_unsat,very_little,no,6.06,LEAVE
zero,158715,0,0,757274,535,1,6,avg,little,no,4.04,STAY
one,29557,244,74,487882,205,15,2,very_unsat,very_little,no,4.12,LEAVE
one,47000,37,62,863009,235,4,2,very_sat,very_little,no,5.39,STAY
one,46741,73,49,190914,150,4,2,very_sat,very_high,considering,4.86,STAY
one,114451,0,72,274534,147,0,1,very_unsat,little,considering,7.51,STAY
one,134824,73,20,289977,522,3,5,very_sat,very_little,considering,2.05,LEAVE
one,125207,198,80,873699,575,12,10,unsat,very_high,considering,3.37,LEAVE
one,52157,72,0,204583,368,4,11,very_sat,very_high,no,2.68,LEAVE
one,105702,0,0,563107,731,0,8,very_unsat,little,considering,3.37,LEAVE
zero,47486,97,41,642450,171,3,2,very_unsat,little,no,6.33,STAY
one,87047,172,15,274354,274,1,6,unsat,very_high,no,3.04,LEAVE
one,85937,78,5,549183,309,4,6,very_unsat,very_high,considering,4.71,STAY
one,115029,0,0,932128,428,1,11,unsat,little,considering,3.73,LEAVE
one,30351,77,44,506714,494,5,1,very_sat,very_little,actively_looking_into_it,8.69,LEAVE
one,158608,0,78,272777,758,1,5,very_sat,high,considering,7.61,STAY
one,146868,204,0,976630,625,24,12,very_unsat,little,actively_looking_into_it,3.47,LEAVE
zero,118985,0,17,712570,878,1,2,very_unsat,little,actively_looking_into_it,4.11,STAY
one,74995,50,23,606460,272,4,5,unsat,high,actively_looking_into_it,6.22,STAY
zero,46930,191,0,211681,202,4,13,avg,little,considering,4.05,LEAVE
one,118735,233,14,172247,770,4,6,very_sat,little,actively_looking_into_it,5.18,LEAVE
one,70252,209,23,574397,282,4,5,very_sat,very_little,no,4.15,STAY
one,45181,159,0,271605,197,14,13,unsat,very_little,actively_looking_into_it,3.13,STAY
zero,36425,78,15,175657,164,4,6,very_unsat,little,considering,4.07,STAY
one,50987,196,0,572712,291,16,5,very_sat,little,actively_looking_into_it,5.01,LEAVE
one,41740,205,16,471060,172,24,2,unsat,very_little,considering,4.08,LEAVE
zero,39519,0,0,271285,407,0,13,very_unsat,very_high,no,2.67,STAY
zero,72759,208,28,218796,351,21,2,very_unsat,little,actively_looking_into_it,3.77,LEAVE
one,64687,0,0,484535,303,0,9,very_unsat,very_little,actively_looking_into_it,3.42,STAY
one,114688,60,29,215645,672,3,1,unsat,very_high,considering,5.95,LEAVE
one,22715,0,0,462609,179,0,14,unsat,little,no,3.27,LEAVE
one,48655,212,20,454075,168,29,5,avg,very_high,actively_looking_into_it,4.46,LEAVE
one,76039,0,0,360038,274,1,10,very_sat,little,considering,5.14,STAY
zero,44014,249,6,315316,242,27,4,very_unsat,very_little,actively_looking_into_it,5.05,LEAVE
one,74280,221,19,745785,687,0,4,very_sat,very_little,considering,6.89,STAY
one,29712,71,0,672672,217,4,1,unsat,very_high,considering,5.44,STAY
zero,61217,0,29,878808,319,1,2,very_unsat,very_high,no,6.65,STAY
zero,105111,82,86,633668,853,5,1,very_unsat,very_high,actively_looking_into_it,7.44,STAY
zero,24032,186,0,674721,181,12,13,very_sat,very_high,never_thought,4.51,LEAVE
one,90318,0,0,463944,353,1,12,sat,little,considering,3.13,LEAVE
zero,30848,130,65,264003,206,0,2,unsat,high,no,2.09,LEAVE
zero,106811,178,0,434566,654,15,13,avg,little,perhaps,4.64,STAY
zero,36576,61,23,746017,410,4,4,unsat,high,actively_looking_into_it,5.93,STAY
one,42972,58,13,376150,152,3,6,very_unsat,little,considering,4.06,STAY
zero,38097,0,16,781543,131,1,2,very_sat,very_little,perhaps,6.71,STAY
one,46331,61,0,172092,155,4,15,very_unsat,little,considering,3.91,LEAVE
zero,101501,47,0,250370,171,4,9,unsat,very_high,no,2.92,STAY
one,128745,0,15,544525,790,0,4,unsat,avg,actively_looking_into_it,1.34,LEAVE
one,119160,38,34,245231,620,3,2,sat,avg,considering,5.37,LEAVE
zero,121508,0,0,509757,705,5,11,very_unsat,little,actively_looking_into_it,3.33,LEAVE
zero,139194,98,86,254781,425,5,11,very_unsat,little,actively_looking_into_it,7.97,STAY
one,32348,0,0,299233,217,1,11,unsat,very_little,actively_looking_into_it,4.32,STAY
zero,43371,0,0,688910,287,13,9,very_unsat,avg,actively_looking_into_it,4.82,LEAVE
one,116641,0,0,349121,727,0,8,very_sat,little,no,3.82,STAY
zero,52645,36,18,224146,253,4,5,very_sat,very_high,considering,3.74,STAY
zero,128680,202,6,228625,722,12,6,unsat,very_high,no,2.08,LEAVE
one,26186,0,0,849923,232,1,14,very_unsat,little,never_thought,4.66,LEAVE
one,136318,67,0,818933,846,4,9,unsat,very_high,never_thought,3.89,STAY
zero,159448,175,6,626440,605,25,5,unsat,little,considering,2.53,LEAVE
zero,111333,0,23,255615,427,1,6,very_unsat,very_high,no,4.45,STAY
zero,60523,48,0,287214,302,5,11,very_sat,little,perhaps,4.22,STAY
zero,82312,210,0,440638,298,24,15,very_unsat,little,no,2.49,STAY
one,144476,0,72,223745,451,1,2,very_unsat,little,no,6.12,LEAVE
zero,118761,70,21,238115,780,4,4,very_unsat,little,actively_looking_into_it,4.35,STAY
one,21160,0,16,250406,130,1,5,very_unsat,little,considering,3.97,LEAVE
one,94751,47,15,842089,360,5,5,unsat,high,no,6.1,STAY
zero,36870,0,0,170754,207,5,10,unsat,high,perhaps,3.84,LEAVE
one,72359,72,11,890716,297,4,6,very_unsat,very_little,no,6.38,STAY
one,47087,179,75,932623,703,17,2,very_unsat,very_little,considering,5.8,STAY
zero,57988,0,47,381436,315,0,2,very_unsat,avg,considering,5.85,LEAVE
zero,22502,0,6,224071,231,0,9,very_sat,very_high,no,5.84,STAY
one,127770,158,38,359080,746,26,2,very_sat,very_little,considering,5.77,STAY
zero,152593,65,22,861105,691,5,4,very_unsat,very_high,actively_looking_into_it,5.09,LEAVE
one,39563,171,0,265340,232,27,15,very_unsat,little,actively_looking_into_it,4.47,LEAVE
one,151536,0,0,281327,542,1,12,unsat,very_high,no,4.57,STAY
zero,68179,208,56,264786,723,28,2,avg,high,considering,3.09,LEAVE
zero,102961,182,0,260823,437,20,15,very_sat,little,considering,4.18,LEAVE
one,119247,0,12,379863,610,0,4,unsat,little,considering,4.13,LEAVE
one,39275,212,17,176303,145,21,6,very_sat,very_high,actively_looking_into_it,3.22,LEAVE
one,131931,88,82,204827,573,4,2,very_unsat,very_little,never_thought,4.94,LEAVE
one,124634,0,0,697181,852,1,12,avg,avg,no,3.49,LEAVE
zero,37045,59,0,216636,160,4,10,sat,little,no,3.59,LEAVE
zero,145579,0,44,963274,682,0,2,very_unsat,very_high,actively_looking_into_it,4.45,LEAVE
one,155353,87,86,952200,690,4,1,very_unsat,little,considering,5.28,LEAVE
one,35801,31,56,901500,156,3,2,avg,little,actively_looking_into_it,3.96,LEAVE
one,73428,0,16,296260,181,1,6,very_unsat,very_high,actively_looking_into_it,4.04,STAY
one,28776,0,25,496547,186,0,2,unsat,little,considering,6.4,STAY
zero,21685,62,68,650121,173,5,2,avg,high,actively_looking_into_it,5.91,STAY
zero,138516,251,18,175989,182,18,6,very_sat,little,actively_looking_into_it,2.81,LEAVE
one,115598,241,0,345643,647,0,14,unsat,little,considering,3.22,LEAVE
zero,137244,0,0,224982,509,1,11,very_sat,avg,considering,4,STAY
zero,44776,0,0,867493,190,0,12,unsat,very_high,considering,7.1,STAY
one,57638,41,0,566597,341,3,12,unsat,little,no,2.66,LEAVE
one,52395,200,19,211715,541,1,4,very_unsat,little,actively_looking_into_it,4.41,LEAVE
zero,87112,0,68,712166,332,1,2,very_unsat,very_little,considering,6.51,STAY
zero,20578,73,12,203762,226,5,4,avg,very_high,actively_looking_into_it,4.2,LEAVE
zero,91993,0,0,182534,303,0,8,very_sat,very_high,perhaps,4.62,LEAVE
one,61534,43,52,372612,809,4,4,avg,little,no,5.73,STAY
zero,81781,213,0,151072,271,21,15,unsat,very_little,no,3.88,LEAVE
zero,147472,178,0,719467,728,10,13,unsat,avg,considering,3.92,LEAVE
one,131934,0,0,353103,442,4,8,unsat,little,no,3.45,STAY
zero,29509,0,17,763657,242,1,5,very_unsat,little,actively_looking_into_it,4.68,LEAVE
zero,94427,0,63,854215,258,1,2,very_unsat,very_little,no,3.97,STAY
zero,28736,60,0,615740,188,5,5,sat,very_high,no,5.03,LEAVE
one,62531,0,38,870395,366,1,2,unsat,little,never_thought,4.5,STAY
one,27491,249,80,619143,228,13,2,very_unsat,little,considering,7.01,STAY
zero,44225,0,37,879101,163,0,1,avg,high,considering,4.56,STAY
zero,47260,224,72,221276,219,22,1,very_sat,very_high,actively_looking_into_it,2.96,LEAVE
one,23939,0,34,276547,312,0,2,very_unsat,little,actively_looking_into_it,6.96,STAY
zero,27171,205,58,647984,311,28,1,very_unsat,very_high,actively_looking_into_it,6.61,STAY
one,129082,49,0,984880,644,4,8,very_unsat,high,no,4.45,STAY
one,85290,167,23,669868,168,16,4,very_sat,little,considering,5.6,STAY
one,37861,0,0,210009,160,1,9,sat,little,no,3.34,STAY
zero,82570,74,15,198480,297,4,6,avg,high,considering,2.21,LEAVE
zero,60413,0,0,278153,282,1,10,unsat,avg,actively_looking_into_it,3.86,STAY
zero,147391,52,0,795265,242,5,11,very_sat,very_high,perhaps,4.37,STAY
one,26787,74,71,631362,238,3,2,very_unsat,high,no,6.89,LEAVE
zero,42271,0,0,265623,233,1,14,unsat,very_high,no,3.3,LEAVE
one,40378,0,20,777755,167,1,4,very_sat,little,considering,4.86,STAY
zero,114298,246,5,512740,867,16,5,very_unsat,little,never_thought,3.78,LEAVE
one,24823,207,68,579675,248,14,11,very_unsat,very_high,considering,5.01,LEAVE
one,119108,63,5,956673,514,4,1,very_sat,very_little,considering,0.74,LEAVE
zero,81292,78,0,536471,357,5,9,unsat,very_little,considering,2.6,STAY
zero,29044,54,0,411619,183,4,15,very_unsat,little,no,3.64,STAY
zero,144161,208,63,263823,641,24,1,very_unsat,very_high,considering,2.9,LEAVE
one,90633,203,13,830589,277,27,4,sat,little,perhaps,4.67,STAY
one,122080,0,0,881113,866,4,12,sat,very_little,actively_looking_into_it,0.95,LEAVE
one,30512,0,14,593195,151,1,2,very_unsat,little,considering,3.43,LEAVE
zero,136991,146,79,509385,796,27,1,very_sat,high,actively_looking_into_it,3.81,LEAVE
one,67999,0,81,395318,383,0,1,very_sat,little,actively_looking_into_it,8.85,STAY
zero,33135,39,21,169260,149,5,4,very_unsat,very_little,never_thought,2.11,LEAVE
one,65828,179,0,446798,331,1,12,sat,very_little,never_thought,1.5,LEAVE
zero,38283,0,0,257767,212,0,13,very_unsat,high,no,5.13,STAY
one,32691,186,48,282284,213,24,2,unsat,little,actively_looking_into_it,3.44,LEAVE
zero,25784,76,22,685862,151,3,4,unsat,little,actively_looking_into_it,4.02,LEAVE
zero,26425,89,85,845562,206,5,1,unsat,little,no,6.13,LEAVE
one,42109,0,15,161882,140,1,4,very_unsat,little,perhaps,3.48,STAY
zero,73117,0,39,212887,327,1,2,very_sat,little,actively_looking_into_it,5.32,STAY
zero,153979,214,56,692863,290,25,2,very_unsat,very_little,considering,3.63,LEAVE
one,104229,0,0,905687,856,1,8,very_unsat,little,considering,2.42,LEAVE
zero,68130,167,40,985580,261,19,1,very_sat,high,considering,7.09,STAY
zero,40562,0,84,150189,154,1,2,unsat,very_high,considering,5.64,STAY
zero,148796,195,20,992134,443,23,6,unsat,little,considering,5.05,LEAVE
one,95915,84,23,906965,392,5,4,very_sat,little,no,4.95,STAY
zero,40000,227,78,337636,215,11,2,very_sat,little,no,2.31,LEAVE
one,54205,227,35,175003,310,18,2,very_sat,little,actively_looking_into_it,4.05,LEAVE
zero,87851,0,0,379736,376,1,10,very_unsat,very_high,considering,1.7,LEAVE
zero,109057,213,19,173187,687,12,6,very_unsat,very_little,actively_looking_into_it,3.5,LEAVE
one,53641,0,12,898069,653,1,6,unsat,very_high,perhaps,4.73,STAY
one,45943,57,13,888879,217,4,4,very_sat,very_high,never_thought,7.42,STAY
zero,62703,211,0,398331,360,15,14,very_sat,little,considering,3.47,STAY
one,28999,54,0,571449,152,5,4,very_sat,little,actively_looking_into_it,4.09,LEAVE
zero,28456,0,0,231992,425,1,8,very_sat,little,actively_looking_into_it,3.31,STAY
one,107908,227,29,871483,611,10,2,unsat,very_little,no,3.49,LEAVE
one,88006,196,0,224909,322,26,9,very_sat,little,actively_looking_into_it,3.67,LEAVE
one,43720,0,0,832667,184,17,8,very_unsat,very_little,considering,7.22,STAY
one,78020,69,52,280187,317,4,1,very_sat,little,no,7.05,STAY
zero,152431,43,77,806483,829,3,2,very_unsat,avg,considering,4.95,LEAVE
one,121472,0,19,164313,827,0,1,unsat,very_little,actively_looking_into_it,3.31,LEAVE
zero,36984,0,83,192087,193,1,1,unsat,very_high,considering,6.8,LEAVE
one,126568,225,0,453499,419,10,15,very_sat,very_little,considering,3.65,STAY
one,22909,164,69,993962,234,26,2,very_sat,avg,considering,7.28,LEAVE
zero,26727,0,0,916854,181,1,14,very_sat,very_high,no,4.09,STAY
one,75313,0,0,196102,311,3,14,very_sat,very_high,considering,4.25,LEAVE
zero,37054,76,33,277684,396,4,1,unsat,little,actively_looking_into_it,6.4,LEAVE
one,136146,52,0,648874,651,5,13,very_unsat,very_high,no,2.14,LEAVE
one,49765,68,0,458296,182,4,14,unsat,high,actively_looking_into_it,4.39,STAY
zero,84443,46,0,420463,314,5,11,avg,very_high,perhaps,2.13,STAY
one,36527,69,12,605466,234,5,14,very_sat,very_little,considering,6.11,STAY
zero,144014,82,0,407507,770,5,13,avg,very_high,no,4.51,STAY
zero,23955,0,17,187896,195,1,5,very_unsat,high,actively_looking_into_it,4.32,STAY
one,64581,75,11,857411,385,4,1,avg,avg,considering,6.08,STAY
one,20073,0,16,257921,360,0,6,very_sat,little,perhaps,4.76,STAY
one,41753,65,23,301226,231,5,5,avg,little,actively_looking_into_it,4.68,STAY
zero,45774,233,21,780393,192,11,5,very_unsat,avg,perhaps,8.06,STAY
zero,47664,0,23,291365,166,0,6,very_unsat,little,considering,2.88,STAY
one,31525,191,0,297134,205,24,8,unsat,little,no,3.01,LEAVE
one,117477,208,52,991096,795,16,2,unsat,avg,actively_looking_into_it,3.25,LEAVE
zero,137050,0,51,802626,496,0,1,very_unsat,very_high,no,7,LEAVE
zero,138012,68,0,581627,554,3,13,very_sat,very_little,considering,3.31,LEAVE
zero,47547,0,0,445429,155,0,10,unsat,high,actively_looking_into_it,3.2,LEAVE
zero,23084,23,0,908369,140,3,13,avg,very_high,never_thought,5.88,STAY
one,86968,48,22,559180,397,5,4,avg,little,considering,3.61,STAY
zero,63561,0,25,797130,245,4,2,very_unsat,little,no,4.2,LEAVE
zero,45418,52,13,209452,199,4,5,very_unsat,high,considering,3.3,STAY
one,44134,50,0,574957,241,4,11,very_unsat,little,considering,3.99,LEAVE
zero,68446,275,0,281234,273,22,8,very_unsat,very_high,never_thought,4.49,LEAVE
one,83637,43,72,674405,386,5,1,very_unsat,little,never_thought,5.63,STAY
one,125454,192,77,673150,438,12,2,very_unsat,little,actively_looking_into_it,2.89,LEAVE
zero,134492,55,35,992177,673,5,2,very_unsat,high,no,5.95,STAY
one,21050,44,0,467207,177,4,11,very_unsat,very_high,actively_looking_into_it,4.93,STAY
one,109703,0,5,965924,461,4,6,very_unsat,very_high,no,3.36,STAY
one,149644,42,0,926805,564,4,8,avg,little,never_thought,3.76,LEAVE
one,86809,0,89,803222,274,0,2,very_unsat,little,considering,7.17,STAY
one,26095,0,18,996230,168,1,2,unsat,very_high,actively_looking_into_it,4.26,STAY
one,152595,0,16,726026,557,0,6,very_sat,little,actively_looking_into_it,2.29,STAY
zero,100782,0,54,514804,896,0,1,avg,very_high,no,5.03,LEAVE
one,63401,177,20,358304,282,15,4,sat,very_little,considering,3.7,LEAVE
zero,28255,0,26,281988,182,28,2,very_unsat,little,no,5.22,LEAVE
one,154107,128,86,850099,706,13,2,very_unsat,avg,never_thought,4.22,STAY
one,145550,210,0,208050,834,26,12,sat,very_little,considering,4.31,LEAVE
zero,84066,45,0,275212,365,0,8,unsat,very_high,actively_looking_into_it,4.4,STAY
zero,144586,184,72,431483,756,27,2,unsat,very_little,actively_looking_into_it,4.45,STAY
one,114840,0,8,757217,512,0,6,very_unsat,very_high,perhaps,4.08,STAY
one,146714,0,9,250878,452,0,4,very_unsat,high,actively_looking_into_it,3.45,LEAVE
one,128789,50,9,753356,682,5,5,very_unsat,very_high,considering,4.46,LEAVE
zero,26660,0,0,580426,246,1,10,very_unsat,very_little,never_thought,4.49,LEAVE
zero,74942,0,0,311162,328,0,11,very_unsat,very_high,no,3.74,LEAVE
zero,121970,0,52,230043,807,1,2,very_unsat,very_high,considering,6.89,STAY
one,148905,0,23,692228,661,1,6,unsat,little,no,3.54,STAY
one,98083,191,0,403291,374,11,8,very_sat,little,actively_looking_into_it,2.79,LEAVE
zero,138164,91,41,166874,626,3,2,very_unsat,little,considering,5.06,LEAVE
one,112188,248,69,791569,657,13,1,very_sat,very_little,no,2.47,STAY
one,67402,0,12,373897,342,4,11,very_unsat,little,considering,2.74,LEAVE
one,21398,0,74,385415,237,0,1,very_sat,avg,considering,5.56,STAY
one,21870,70,51,611808,224,4,2,very_sat,very_little,considering,6.61,STAY
zero,158601,46,0,635640,579,3,14,unsat,little,never_thought,2.96,LEAVE
one,40929,58,6,353682,181,3,4,unsat,little,no,4.79,STAY
zero,31668,0,13,558061,175,1,6,sat,very_high,actively_looking_into_it,4.06,STAY
zero,90232,182,0,501434,281,14,14,avg,very_high,considering,3.28,LEAVE
zero,55891,188,0,253841,388,22,10,very_unsat,very_little,no,1.91,LEAVE
one,57573,206,0,455722,282,28,5,very_unsat,little,never_thought,3.23,LEAVE
one,37653,220,71,386318,173,25,2,unsat,very_high,actively_looking_into_it,3.73,LEAVE
zero,155780,190,0,895083,191,18,8,very_sat,little,considering,3.41,LEAVE
one,131917,67,0,752334,443,5,12,very_unsat,very_little,no,3.75,LEAVE
zero,90028,0,78,175748,329,0,1,unsat,very_high,considering,4.89,LEAVE
zero,99439,33,51,382419,315,3,1,very_sat,little,considering,5.42,LEAVE
one,115331,0,6,357352,883,0,4,very_sat,very_high,never_thought,4.5,LEAVE
zero,30201,201,0,977564,180,11,13,unsat,little,never_thought,5.32,STAY
zero,122081,0,8,177546,581,1,5,unsat,very_high,considering,3.53,LEAVE
zero,81809,68,54,586421,386,4,1,very_unsat,avg,no,5.3,LEAVE
zero,62436,156,56,752796,255,12,2,very_unsat,little,actively_looking_into_it,5.36,LEAVE
zero,141184,72,0,349684,744,3,15,unsat,avg,considering,2.83,LEAVE
one,95218,90,5,416092,369,4,5,unsat,little,considering,4,LEAVE
one,155737,0,19,163239,462,0,5,unsat,very_high,no,4.08,LEAVE
one,102443,237,0,630430,599,20,13,unsat,high,considering,4.15,LEAVE
one,75302,47,0,266453,332,3,9,very_unsat,very_high,considering,4.79,STAY
zero,86493,218,0,233009,344,22,11,very_unsat,very_little,actively_looking_into_it,3.05,LEAVE
one,120417,190,17,150113,435,15,4,very_unsat,little,never_thought,2.98,LEAVE
one,115919,0,7,344557,679,1,6,very_unsat,little,actively_looking_into_it,2.85,LEAVE
one,23954,74,89,491308,221,3,2,very_unsat,high,considering,6.3,STAY
zero,27258,0,0,972787,179,1,15,sat,very_little,actively_looking_into_it,5.44,LEAVE
zero,97445,44,22,738249,270,3,5,very_sat,high,no,3.99,STAY
zero,138275,0,66,242732,767,0,1,very_unsat,very_high,never_thought,6.62,STAY
one,49914,0,0,205902,180,26,10,unsat,high,no,4.35,STAY
one,68295,44,20,768649,385,3,2,very_unsat,very_little,considering,5.63,STAY
one,129355,256,18,371389,184,24,6,unsat,very_high,perhaps,2.57,LEAVE
zero,122192,0,89,209246,743,21,2,avg,high,never_thought,4.49,STAY
one,79106,212,43,416733,381,19,1,very_unsat,very_high,no,3.45,LEAVE
one,149175,0,0,874324,641,0,12,very_sat,very_high,never_thought,4.9,STAY
one,113574,102,30,573667,579,5,1,very_sat,avg,considering,5.74,LEAVE
one,117773,52,12,423691,431,3,6,unsat,high,considering,4.23,LEAVE
zero,70120,0,0,523879,338,15,13,sat,high,considering,1.1,LEAVE
zero,93403,0,15,360569,293,0,5,very_unsat,high,considering,1.69,LEAVE
one,92746,147,0,717473,317,13,8,very_unsat,little,considering,5.4,STAY
one,79428,78,56,356155,326,3,2,very_sat,little,no,6.23,STAY
one,52372,0,20,946104,338,0,5,very_sat,very_high,considering,6.4,STAY
